comparison,column,source_artifact,candidate_artifact,source_present,candidate_present,classification,source_dtype,candidate_dtype,changed_row_count,unchanged_row_count,source_missing_count,candidate_missing_count,max_absolute_numeric_difference,sum_numeric_delta,first_changed_timestamp,last_changed_timestamp
promotion_source_to_candidate,timestamp_raw_end,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,datetime64[us],datetime64[us],0,8760,0,0,,,,
promotion_source_to_candidate,timestamp_start,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,datetime64[us],datetime64[us],0,8760,0,0,,,,
promotion_source_to_candidate,timestamp,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,datetime64[us],datetime64[us],0,8760,0,0,,,,
promotion_source_to_candidate,time_index,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,int64,int64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,year,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,int32,int32,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,month,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,int32,int32,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,day,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,int32,int32,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,date,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,datetime64[us],datetime64[us],0,8760,0,0,,,,
promotion_source_to_candidate,hour,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,int32,int32,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,weekday,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,int32,int32,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,weekday_name,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,is_weekend,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,bool,bool,0,8760,0,0,,,,
promotion_source_to_candidate,is_summer,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,bool,bool,0,8760,0,0,,,,
promotion_source_to_candidate,season,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,tou_day_type,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,tou_period,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,tou_calendar_source,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,tou_calendar_verified,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,bool,bool,0,8760,0,0,,,,
promotion_source_to_candidate,billing_usage_period_id,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,usage_period_start,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,datetime64[us],datetime64[us],0,8760,0,0,,,,
promotion_source_to_candidate,usage_period_end_exclusive,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,datetime64[ns],datetime64[ns],0,8760,0,0,,,,
promotion_source_to_candidate,integration_status,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,observed_load_kwh,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,observed_load_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,baseline_load_kwh,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,baseline_load_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,load_status,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,string,string,0,8760,0,0,,,,
promotion_source_to_candidate,outage_contaminated_flag,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,bool,bool,0,8760,0,0,,,,
promotion_source_to_candidate,load_reconstructed,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,bool,bool,0,8760,0,0,,,,
promotion_source_to_candidate,load_reconstruction_method,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,load_donor_timestamp,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,datetime64[ns],datetime64[ns],0,8760,8750,8750,,,,
promotion_source_to_candidate,load_donor_week_offset,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,Int64,Int64,0,8760,8750,8750,0.0,0.0,,
promotion_source_to_candidate,load_donor_context_rmse_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,8750,8750,0.0,0.0,,
promotion_source_to_candidate,observed_pv_kwh,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,observed_pv_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,pv_available_kwh,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,pv_available_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,pv_status,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,string,string,0,8760,0,0,,,,
promotion_source_to_candidate,pv_reconstructed,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,provenance_relabel,bool,bool,1463,7297,0,0,,,2024-11-01 00:00:00,2024-12-31 22:00:00
promotion_source_to_candidate,pv_reconstruction_method,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,provenance_relabel,str,str,1463,7297,0,0,,,2024-11-01 00:00:00,2024-12-31 22:00:00
promotion_source_to_candidate,pv_long_unavailable_assumption,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,provenance_relabel,bool,bool,1463,7297,0,0,,,2024-11-01 00:00:00,2024-12-31 22:00:00
promotion_source_to_candidate,pv_cwa_model,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,provenance_relabel,str,str,1463,7297,8750,7287,,,2024-11-01 00:00:00,2024-12-31 22:00:00
promotion_source_to_candidate,ghi_kwh_m2,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,Float64,Float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,air_temperature_c,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,Float64,Float64,0,8760,2,2,0.0,0.0,,
promotion_source_to_candidate,observed_net_load_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,residual_load_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,grid_demand_before_bess_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,pv_surplus_before_bess_kw,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,float64,float64,0,8760,0,0,0.0,0.0,,
promotion_source_to_candidate,data_status,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,str,str,0,8760,0,0,,,,
promotion_source_to_candidate,pv_long_unavailable_flag,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,unchanged,bool,bool,0,8760,0,0,,,,
promotion_source_to_candidate,artifact_role,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,True,provenance_relabel,string,string,8760,0,0,0,,,2024-11-01 00:00:00,2025-10-31 23:00:00
promotion_source_to_candidate,winter_pv_sensitivity_applied,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,False,removed_from_successor_schema,bool,,,,0,,,,,
promotion_source_to_candidate,winter_pv_sensitivity_method,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,False,removed_from_successor_schema,string,,,,0,,,,,
promotion_source_to_candidate,winter_pv_sensitivity_protocol_sha256,data/processed/alternatives/annual_input_v7_2_winter_pv_sensitivity_corrected_authority_project_venv_2026-09-18.parquet,data/processed/annual_input_v7_3_reconstructed_pv_mainline_candidate_r3_2026-09-23.parquet,True,False,removed_from_successor_schema,string,,,,0,,,,,
